Date,State,Industry Sector Category,Residential
2004,NJ,Delivery-Only Service,4.52
2004,NV,Delivery-Only Service,0.00
2004,NY,Delivery-Only Service,6.12
2004,OH,Delivery-Only Service,5.55
2004,OR,Delivery-Only Service,0.00
2004,PA,Delivery-Only Service,6.44
2004,RI,Delivery-Only Service,4.77
2004,VA,Delivery-Only Service,4.32
2004,WA,Delivery-Only Service,0.00
2004,US,Delivery-Only Service,6.00
2003,AK,Total Electric Industry,11.98
2003,AL,Total Electric Industry,7.39
2003,AR,Total Electric Industry,7.24
2003,AZ,Total Electric Industry,8.35
2003,CA,Total Electric Industry,12.23
2003,CO,Total Electric Industry,8.14
2003,CT,Total Electric Industry,11.31
2003,DC,Total Electric Industry,7.84
2003,DE,Total Electric Industry,8.59
2003,FL,Total Electric Industry,8.55
2003,GA,Total Electric Industry,7.70
2003,HI,Total Electric Industry,16.73
2003,IA,Total Electric Industry,8.57
2003,ID,Total Electric Industry,6.24
2003,IL,Total Electric Industry,8.38
2003,IN,Total Electric Industry,7.04
2003,KS,Total Electric Industry,7.71
2003,KY,Total Electric Industry,5.81
2003,LA,Total Electric Industry,7.84
2003,MA,Total Electric Industry,11.60
2003,MD,Total Electric Industry,7.73
2003,ME,Total Electric Industry,12.37
2003,MI,Total Electric Industry,8.35
2003,MN,Total Electric Industry,7.65
2003,MO,Total Electric Industry,6.96
2003,MS,Total Electric Industry,7.60
2003,MT,Total Electric Industry,7.56
2003,NC,Total Electric Industry,8.32
2003,ND,Total Electric Industry,6.49
2003,NE,Total Electric Industry,6.87
2003,NH,Total Electric Industry,11.98
2003,NJ,Total Electric Industry,10.67
2003,NM,Total Electric Industry,8.69
2003,NV,Total Electric Industry,9.02
2003,NY,Total Electric Industry,14.31
2003,OH,Total Electric Industry,8.26
2003,OK,Total Electric Industry,7.47
2003,OR,Total Electric Industry,7.06
2003,PA,Total Electric Industry,9.59
2003,RI,Total Electric Industry,11.61
2003,SC,Total Electric Industry,8.01
2003,SD,Total Electric Industry,7.47
2003,TN,Total Electric Industry,6.55
2003,TX,Total Electric Industry,9.16
2003,UT,Total Electric Industry,6.90
2003,VA,Total Electric Industry,7.76
2003,VT,Total Electric Industry,12.82
2003,WA,Total Electric Industry,6.31
2003,WI,Total Electric Industry,8.67
2003,WV,Total Electric Industry,6.24
2003,WY,Total Electric Industry,7.04
2003,US,Total Electric Industry,8.72
1/6/2003,AK,Full-Service Providers,11.98
1/13/2003,AL,Full-Service Providers,7.39
1/20/2003,AR,Full-Service Providers,7.24
1/27/2003,AZ,Full-Service Providers,8.35
2/3/2003,CA,Full-Service Providers,12.23
2/10/2003,CO,Full-Service Providers,8.14
2/17/2003,CT,Full-Service Providers,11.34
2/24/2003,DC,Full-Service Providers,7.85
3/3/2003,DE,Full-Service Providers,8.59
3/10/2003,FL,Full-Service Providers,8.55
3/17/2003,GA,Full-Service Providers,7.70
3/24/2003,HI,Full-Service Providers,16.73
3/31/2003,IA,Full-Service Providers,8.57
4/7/2003,ID,Full-Service Providers,6.24
4/14/2003,IL,Full-Service Providers,8.38
4/21/2003,IN,Full-Service Providers,7.04
4/28/2003,KS,Full-Service Providers,7.71
5/5/2003,KY,Full-Service Providers,5.81
5/12/2003,LA,Full-Service Providers,7.84
5/19/2003,MA,Full-Service Providers,11.55
5/26/2003,MD,Full-Service Providers,7.72
6/2/2003,ME,Full-Service Providers,8.66
6/9/2003,MI,Full-Service Providers,8.35
6/16/2003,MN,Full-Service Providers,7.65
6/23/2003,MO,Full-Service Providers,6.96
6/30/2003,MS,Full-Service Providers,7.60
7/7/2003,MT,Full-Service Providers,7.56
7/14/2003,NC,Full-Service Providers,8.32
7/21/2003,ND,Full-Service Providers,6.49
7/28/2003,NE,Full-Service Providers,6.87
8/4/2003,NH,Full-Service Providers,11.98
8/11/2003,NJ,Full-Service Providers,10.68
8/18/2003,NM,Full-Service Providers,8.69
8/25/2003,NV,Full-Service Providers,9.02
9/1/2003,NY,Full-Service Providers,14.28
9/8/2003,OH,Full-Service Providers,7.95
9/15/2003,OK,Full-Service Providers,7.47
9/22/2003,OR,Full-Service Providers,7.06
9/29/2003,PA,Full-Service Providers,9.50
10/6/2003,RI,Full-Service Providers,11.61
10/13/2003,SC,Full-Service Providers,8.01
10/20/2003,SD,Full-Service Providers,7.47
10/27/2003,TN,Full-Service Providers,6.55
11/3/2003,TX,Full-Service Providers,9.16
11/10/2003,UT,Full-Service Providers,6.90
11/17/2003,VA,Full-Service Providers,7.76
11/24/2003,VT,Full-Service Providers,12.82
12/1/2003,WA,Full-Service Providers,6.31
12/8/2003,WI,Full-Service Providers,8.67
12/15/2003,WV,Full-Service Providers,6.24
12/22/2003,WY,Full-Service Providers,7.04
2003,CA,Restructured Retail Service Providers,12.84
2003,CT,Restructured Retail Service Providers,10.38
2003,DC,Restructured Retail Service Providers,7.79
2003,DE,Restructured Retail Service Providers,0.00
2003,IL,Restructured Retail Service Providers,0.00
2003,MA,Restructured Retail Service Providers,13.91
2003,MD,Restructured Retail Service Providers,7.87
2003,ME,Restructured Retail Service Providers,12.44
2003,MI,Restructured Retail Service Providers,0.00
2003,MT,Restructured Retail Service Providers,4.95
2003,NH,Restructured Retail Service Providers,0.00
2003,NJ,Restructured Retail Service Providers,10.48
2003,NY,Restructured Retail Service Providers,14.81
2003,OH,Restructured Retail Service Providers,10.31
2003,PA,Restructured Retail Service Providers,11.47
2003,RI,Restructured Retail Service Providers,0.00
2003,VA,Restructured Retail Service Providers,9.85
2003,WA,Restructured Retail Service Providers,0.00
2003,US,Restructured Retail Service Providers,11.54
2003,CA,Energy-Only Providers,7.41
2003,CT,Energy-Only Providers,5.20
2003,DC,Energy-Only Providers,5.19
2003,DE,Energy-Only Providers,0.00
2003,IL,Energy-Only Providers,0.00
2003,MA,Energy-Only Providers,6.19
2003,MD,Energy-Only Providers,4.74
2003,ME,Energy-Only Providers,5.01
2003,MI,Energy-Only Providers,0.00
2003,MT,Energy-Only Providers,2.30
2003,NH,Energy-Only Providers,0.00
2003,NJ,Energy-Only Providers,5.90
2003,NY,Energy-Only Providers,7.98
2003,OH,Energy-Only Providers,4.48
2003,PA,Energy-Only Providers,5.97
2003,RI,Energy-Only Providers,0.00
2003,VA,Energy-Only Providers,5.50
2003,WA,Energy-Only Providers,0.00
2003,US,Energy-Only Providers,5.43
2003,CA,Delivery-Only Service,5.43
2003,CT,Delivery-Only Service,5.19
2003,DC,Delivery-Only Service,2.60
2003,DE,Delivery-Only Service,0.00
2003,IL,Delivery-Only Service,0.00
2003,MA,Delivery-Only Service,7.72
2003,MD,Delivery-Only Service,3.13
2003,ME,Delivery-Only Service,7.43
2003,MI,Delivery-Only Service,0.00
2003,MT,Delivery-Only Service,2.65
2003,NH,Delivery-Only Service,0.00
2003,NJ,Delivery-Only Service,4.58
2003,NY,Delivery-Only Service,6.82
2003,OH,Delivery-Only Service,5.83
2003,PA,Delivery-Only Service,5.50
2003,RI,Delivery-Only Service,0.00
2003,VA,Delivery-Only Service,4.35
2003,WA,Delivery-Only Service,0.00
2003,US,Delivery-Only Service,6.11
2002,AK,Total Electric Industry,12.05
2002,AL,Total Electric Industry,7.12
2002,AR,Total Electric Industry,7.25
2002,AZ,Total Electric Industry,8.27
2002,CA,Total Electric Industry,12.64
2002,CO,Total Electric Industry,7.37
2002,CT,Total Electric Industry,10.96
2002,DC,Total Electric Industry,7.98
2002,DE,Total Electric Industry,8.70
2002,FL,Total Electric Industry,8.16
2002,GA,Total Electric Industry,7.63
2002,HI,Total Electric Industry,15.63
2002,IA,Total Electric Industry,8.35
2002,ID,Total Electric Industry,6.59
2002,IL,Total Electric Industry,8.39
2002,IN,Total Electric Industry,6.91
2002,KS,Total Electric Industry,7.67
2002,KY,Total Electric Industry,5.65
2002,LA,Total Electric Industry,7.10
2002,MA,Total Electric Industry,10.93
2002,MD,Total Electric Industry,7.74
2002,ME,Total Electric Industry,12.74
2002,MI,Total Electric Industry,8.28
2002,MN,Total Electric Industry,7.49
2002,MO,Total Electric Industry,7.06
2002,MS,Total Electric Industry,7.28
2002,MT,Total Electric Industry,7.23
2002,NC,Total Electric Industry,8.19
2002,ND,Total Electric Industry,6.39
2002,NE,Total Electric Industry,6.73
2002,NH,Total Electric Industry,11.89
2002,NJ,Total Electric Industry,10.38
2002,NM,Total Electric Industry,8.50
2002,NV,Total Electric Industry,9.43
2002,NY,Total Electric Industry,13.55
2002,OH,Total Electric Industry,8.24
2002,OK,Total Electric Industry,6.73
2002,OR,Total Electric Industry,7.12
2002,PA,Total Electric Industry,9.74
2002,RI,Total Electric Industry,10.20
2002,SC,Total Electric Industry,7.72
2002,SD,Total Electric Industry,7.40
2002,TN,Total Electric Industry,6.41
2002,TX,Total Electric Industry,8.05
2002,UT,Total Electric Industry,6.79
2002,VA,Total Electric Industry,7.79
2002,VT,Total Electric Industry,12.78
2002,WA,Total Electric Industry,6.29
2002,WI,Total Electric Industry,8.18
2002,WV,Total Electric Industry,6.23
2002,WY,Total Electric Industry,6.97
2002,US,Total Electric Industry,8.44
1/14/2002,AK,Full-Service Providers,12.05
1/21/2002,AL,Full-Service Providers,7.12
1/28/2002,AR,Full-Service Providers,7.25
2/4/2002,AZ,Full-Service Providers,8.27
2/11/2002,CA,Full-Service Providers,12.63
2/18/2002,CO,Full-Service Providers,7.37
2/25/2002,CT,Full-Service Providers,10.96
3/4/2002,DC,Full-Service Providers,7.98
3/11/2002,DE,Full-Service Providers,8.70
3/18/2002,FL,Full-Service Providers,8.16
3/25/2002,GA,Full-Service Providers,7.63
4/1/2002,HI,Full-Service Providers,15.63
4/8/2002,IA,Full-Service Providers,8.35
4/15/2002,ID,Full-Service Providers,6.59
4/22/2002,IL,Full-Service Providers,8.39
4/29/2002,IN,Full-Service Providers,6.91
5/6/2002,KS,Full-Service Providers,7.67
5/13/2002,KY,Full-Service Providers,5.65
5/20/2002,LA,Full-Service Providers,7.10
5/27/2002,MA,Full-Service Providers,10.89
6/3/2002,MD,Full-Service Providers,7.73
6/10/2002,ME,Full-Service Providers,12.95
6/17/2002,MI,Full-Service Providers,8.28
6/24/2002,MN,Full-Service Providers,7.49
7/1/2002,MO,Full-Service Providers,7.06
7/8/2002,MS,Full-Service Providers,7.28
7/15/2002,MT,Full-Service Providers,7.23
7/22/2002,NC,Full-Service Providers,8.19
7/29/2002,ND,Full-Service Providers,6.39
8/5/2002,NE,Full-Service Providers,6.73
8/12/2002,NH,Full-Service Providers,11.88
8/19/2002,NJ,Full-Service Providers,10.38
8/26/2002,NM,Full-Service Providers,8.50
9/2/2002,NV,Full-Service Providers,9.43
9/9/2002,NY,Full-Service Providers,13.46
9/16/2002,OH,Full-Service Providers,7.98
9/23/2002,OK,Full-Service Providers,6.73
9/30/2002,OR,Full-Service Providers,7.12
10/7/2002,PA,Full-Service Providers,9.57
10/14/2002,RI,Full-Service Providers,10.21
10/21/2002,SC,Full-Service Providers,7.72
10/28/2002,SD,Full-Service Providers,7.40
11/4/2002,TN,Full-Service Providers,6.41
11/11/2002,TX,Full-Service Providers,8.05
11/18/2002,UT,Full-Service Providers,6.79
11/25/2002,VA,Full-Service Providers,7.79
12/2/2002,VT,Full-Service Providers,12.78
12/9/2002,WA,Full-Service Providers,6.29
12/16/2002,WI,Full-Service Providers,8.18
12/23/2002,WV,Full-Service Providers,6.23
12/30/2002,WY,Full-Service Providers,6.97
2002,CA,Restructured Retail Service Providers,13.92
2002,CT,Restructured Retail Service Providers,10.45
2002,DC,Restructured Retail Service Providers,7.90
2002,DE,Restructured Retail Service Providers,0.00
2002,IL,Restructured Retail Service Providers,0.00
2002,MA,Restructured Retail Service Providers,13.86
2002,MD,Restructured Retail Service Providers,7.94
2002,ME,Restructured Retail Service Providers,12.73
2002,MI,Restructured Retail Service Providers,0.00
2002,MT,Restructured Retail Service Providers,6.04
2002,NH,Restructured Retail Service Providers,13.00
2002,NJ,Restructured Retail Service Providers,10.39
2002,NY,Restructured Retail Service Providers,15.11
2002,OH,Restructured Retail Service Providers,10.56
2002,PA,Restructured Retail Service Providers,12.06
2002,RI,Restructured Retail Service Providers,9.46
2002,VA,Restructured Retail Service Providers,8.72
2002,WA,Restructured Retail Service Providers,0.00
2002,US,Restructured Retail Service Providers,12.00
2002,CA,Energy-Only Providers,8.12
2002,CT,Energy-Only Providers,5.23
2002,DC,Energy-Only Providers,5.27
2002,DE,Energy-Only Providers,0.00
2002,IL,Energy-Only Providers,0.00
2002,MA,Energy-Only Providers,6.34
2002,MD,Energy-Only Providers,4.77
2002,ME,Energy-Only Providers,5.02
2002,MI,Energy-Only Providers,0.00
2002,MT,Energy-Only Providers,3.07
2002,NH,Energy-Only Providers,10.23
2002,NJ,Energy-Only Providers,6.13
2002,NY,Energy-Only Providers,7.25
2002,OH,Energy-Only Providers,4.45
2002,PA,Energy-Only Providers,5.83
2002,RI,Energy-Only Providers,4.94
2002,VA,Energy-Only Providers,4.50
2002,WA,Energy-Only Providers,0.00
2002,US,Energy-Only Providers,5.43
2002,CA,Delivery-Only Service,5.80
2002,CT,Delivery-Only Service,5.22
2002,DC,Delivery-Only Service,2.63
2002,DE,Delivery-Only Service,0.00
2002,IL,Delivery-Only Service,0.00
2002,MA,Delivery-Only Service,7.52
2002,MD,Delivery-Only Service,3.17
2002,ME,Delivery-Only Service,7.71
2002,MI,Delivery-Only Service,0.00
2002,MT,Delivery-Only Service,2.97
2002,NH,Delivery-Only Service,2.77
2002,NJ,Delivery-Only Service,4.26
2002,NY,Delivery-Only Service,7.87
2002,OH,Delivery-Only Service,6.11
2002,PA,Delivery-Only Service,6.23
2002,RI,Delivery-Only Service,4.52
2002,VA,Delivery-Only Service,4.22
2002,WA,Delivery-Only Service,0.00
2002,US,Delivery-Only Service,6.57
2001,AK,Total Electric Industry,12.12
2001,AL,Total Electric Industry,7.01
2001,AR,Total Electric Industry,7.72
2001,AZ,Total Electric Industry,8.30
2001,CA,Total Electric Industry,12.09
2001,CO,Total Electric Industry,7.47
2001,CT,Total Electric Industry,10.90
2001,DC,Total Electric Industry,7.79
2001,DE,Total Electric Industry,8.61
2001,FL,Total Electric Industry,8.59
2001,GA,Total Electric Industry,7.72
2001,HI,Total Electric Industry,16.34
2001,IA,Total Electric Industry,8.41
2001,ID,Total Electric Industry,6.01
2001,IL,Total Electric Industry,8.71
2001,IN,Total Electric Industry,6.92
2001,KS,Total Electric Industry,7.66
2001,KY,Total Electric Industry,5.58
2001,LA,Total Electric Industry,7.92
2001,MA,Total Electric Industry,12.47
2001,MD,Total Electric Industry,7.67
2001,ME,Total Electric Industry,13.13
2001,MI,Total Electric Industry,8.26
2001,MN,Total Electric Industry,7.61
2001,MO,Total Electric Industry,7.00
2001,MS,Total Electric Industry,7.37
2001,MT,Total Electric Industry,6.88
2001,NC,Total Electric Industry,8.12
2001,ND,Total Electric Industry,6.47
2001,NE,Total Electric Industry,6.50
2001,NH,Total Electric Industry,12.49
2001,NJ,Total Electric Industry,10.21
2001,NM,Total Electric Industry,8.74
2001,NV,Total Electric Industry,9.08
2001,NY,Total Electric Industry,14.04
2001,OH,Total Electric Industry,8.37
2001,OK,Total Electric Industry,7.27
2001,OR,Total Electric Industry,6.29
2001,PA,Total Electric Industry,9.68
2001,RI,Total Electric Industry,12.13
2001,SC,Total Electric Industry,7.69
2001,SD,Total Electric Industry,7.42
2001,TN,Total Electric Industry,6.32
2001,TX,Total Electric Industry,8.86
2001,UT,Total Electric Industry,6.72
2001,VA,Total Electric Industry,7.79
2001,VT,Total Electric Industry,12.67
2001,WA,Total Electric Industry,5.70
2001,WI,Total Electric Industry,7.90
2001,WV,Total Electric Industry,6.26
2001,WY,Total Electric Industry,6.77
2001,US,Total Electric Industry,8.58
1/1/2001,AK,Full-Service Providers,12.12
1/8/2001,AL,Full-Service Providers,7.01
1/15/2001,AR,Full-Service Providers,7.72
1/22/2001,AZ,Full-Service Providers,8.30
1/29/2001,CA,Full-Service Providers,12.08
2/5/2001,CO,Full-Service Providers,7.47
2/12/2001,CT,Full-Service Providers,10.91
2/19/2001,DC,Full-Service Providers,7.80
2/26/2001,DE,Full-Service Providers,8.61
3/5/2001,FL,Full-Service Providers,8.59
3/12/2001,GA,Full-Service Providers,7.72
3/19/2001,HI,Full-Service Providers,16.34
3/26/2001,IA,Full-Service Providers,8.41
4/2/2001,ID,Full-Service Providers,6.01
4/9/2001,IL,Full-Service Providers,8.71
4/16/2001,IN,Full-Service Providers,6.92
4/23/2001,KS,Full-Service Providers,7.66
4/30/2001,KY,Full-Service Providers,5.58
5/7/2001,LA,Full-Service Providers,7.92
5/14/2001,MA,Full-Service Providers,12.47
5/21/2001,MD,Full-Service Providers,7.66
5/28/2001,ME,Full-Service Providers,15.24
6/4/2001,MI,Full-Service Providers,8.26
6/11/2001,MN,Full-Service Providers,7.61
6/18/2001,MO,Full-Service Providers,7.00
6/25/2001,MS,Full-Service Providers,7.37
7/2/2001,MT,Full-Service Providers,6.88
7/9/2001,NC,Full-Service Providers,8.12
7/16/2001,ND,Full-Service Providers,6.47
7/23/2001,NE,Full-Service Providers,6.50
7/30/2001,NH,Full-Service Providers,12.49
8/6/2001,NJ,Full-Service Providers,10.22
8/13/2001,NM,Full-Service Providers,8.74
8/20/2001,NV,Full-Service Providers,9.08
8/27/2001,NY,Full-Service Providers,13.99
9/3/2001,OH,Full-Service Providers,8.32
9/10/2001,OK,Full-Service Providers,7.27
9/17/2001,OR,Full-Service Providers,6.29
9/24/2001,PA,Full-Service Providers,9.39
10/1/2001,RI,Full-Service Providers,12.13
10/8/2001,SC,Full-Service Providers,7.69
10/15/2001,SD,Full-Service Providers,7.42
10/22/2001,TN,Full-Service Providers,6.32
10/29/2001,TX,Full-Service Providers,8.86
11/5/2001,UT,Full-Service Providers,6.72
11/12/2001,VA,Full-Service Providers,7.79
11/19/2001,VT,Full-Service Providers,12.67
11/26/2001,WA,Full-Service Providers,5.70
12/3/2001,WI,Full-Service Providers,7.90
12/10/2001,WV,Full-Service Providers,6.26
12/17/2001,WY,Full-Service Providers,6.77
2001,CA,Restructured Retail Service Providers,12.72
2001,CT,Restructured Retail Service Providers,9.45
2001,DC,Restructured Retail Service Providers,6.82
2001,DE,Restructured Retail Service Providers,5.66
2001,IL,Restructured Retail Service Providers,0.00
2001,MA,Restructured Retail Service Providers,13.54
2001,MD,Restructured Retail Service Providers,8.47
2001,ME,Restructured Retail Service Providers,12.73
2001,MI,Restructured Retail Service Providers,0.00
2001,MT,Restructured Retail Service Providers,4.70
2001,NH,Restructured Retail Service Providers,0.00
2001,NJ,Restructured Retail Service Providers,8.58
2001,NY,Restructured Retail Service Providers,15.00
2001,OH,Restructured Retail Service Providers,9.83
2001,PA,Restructured Retail Service Providers,11.98
2001,RI,Restructured Retail Service Providers,0.00
2001,TX,Restructured Retail Service Providers,9.55
2001,VA,Restructured Retail Service Providers,7.47
2001,WA,Restructured Retail Service Providers,0.00
2001,US,Restructured Retail Service Providers,12.08
2001,CA,Energy-Only Providers,13.21
2001,CT,Energy-Only Providers,4.97
2001,DC,Energy-Only Providers,4.42
2001,DE,Energy-Only Providers,3.03
2001,IL,Energy-Only Providers,0.00
2001,MA,Energy-Only Providers,6.70
2001,MD,Energy-Only Providers,5.24
2001,ME,Energy-Only Providers,4.76
2001,MI,Energy-Only Providers,0.00
2001,MT,Energy-Only Providers,2.30
2001,NH,Energy-Only Providers,0.00
2001,NJ,Energy-Only Providers,4.33
2001,NY,Energy-Only Providers,7.03
2001,OH,Energy-Only Providers,3.72
2001,PA,Energy-Only Providers,4.70
2001,RI,Energy-Only Providers,0.00
2001,TX,Energy-Only Providers,5.86
2001,VA,Energy-Only Providers,4.59
2001,WA,Energy-Only Providers,0.00
2001,US,Energy-Only Providers,5.34
2001,CA,Delivery-Only Service,-0.48
2001,CT,Delivery-Only Service,4.48
2001,DC,Delivery-Only Service,2.40
2001,DE,Delivery-Only Service,2.63
2001,IL,Delivery-Only Service,0.00
2001,MA,Delivery-Only Service,6.84
2001,MD,Delivery-Only Service,3.23
2001,ME,Delivery-Only Service,7.97
2001,MI,Delivery-Only Service,0.00
2001,MT,Delivery-Only Service,2.39
2001,NH,Delivery-Only Service,0.00
2001,NJ,Delivery-Only Service,4.25
2001,NY,Delivery-Only Service,7.97
2001,OH,Delivery-Only Service,6.11
2001,PA,Delivery-Only Service,7.28
2001,RI,Delivery-Only Service,0.00
2001,TX,Delivery-Only Service,3.68
2001,VA,Delivery-Only Service,2.88
2001,WA,Delivery-Only Service,0.00
2001,US,Delivery-Only Service,6.74
2000,AK,Total Electric Industry,11.45
2000,AL,Total Electric Industry,7.05
2000,AR,Total Electric Industry,7.45
2000,AZ,Total Electric Industry,8.44
2000,CA,Total Electric Industry,10.89
2000,CO,Total Electric Industry,7.31
2000,CT,Total Electric Industry,10.86
2000,DC,Total Electric Industry,8.03
2000,DE,Total Electric Industry,8.54
2000,FL,Total Electric Industry,7.77
2000,GA,Total Electric Industry,7.60
2000,HI,Total Electric Industry,16.41
2000,IA,Total Electric Industry,8.37
2000,ID,Total Electric Industry,5.39
2000,IL,Total Electric Industry,8.83
2000,IN,Total Electric Industry,6.87
2000,KS,Total Electric Industry,7.65
2000,KY,Total Electric Industry,5.47
2000,LA,Total Electric Industry,7.67
2000,MA,Total Electric Industry,10.53
2000,MD,Total Electric Industry,7.95
2000,ME,Total Electric Industry,12.49
2000,MI,Total Electric Industry,8.52
2000,MN,Total Electric Industry,7.52
2000,MO,Total Electric Industry,7.04
2000,MS,Total Electric Industry,6.93
2000,MT,Total Electric Industry,6.49
2000,NC,Total Electric Industry,7.97
2000,ND,Total Electric Industry,6.44
2000,NE,Total Electric Industry,6.53
2000,NH,Total Electric Industry,13.15
2000,NJ,Total Electric Industry,10.27
2000,NM,Total Electric Industry,8.36
2000,NV,Total Electric Industry,7.28
2000,NY,Total Electric Industry,13.97
2000,OH,Total Electric Industry,8.61
2000,OK,Total Electric Industry,7.03
2000,OR,Total Electric Industry,5.88
2000,PA,Total Electric Industry,9.53
2000,RI,Total Electric Industry,11.28
2000,SC,Total Electric Industry,7.58
2000,SD,Total Electric Industry,7.42
2000,TN,Total Electric Industry,6.33
2000,TX,Total Electric Industry,7.96
2000,UT,Total Electric Industry,6.29
2000,VA,Total Electric Industry,7.52
2000,VT,Total Electric Industry,12.30
2000,WA,Total Electric Industry,5.13
2000,WI,Total Electric Industry,7.53
2000,WV,Total Electric Industry,6.27
2000,WY,Total Electric Industry,6.50
2000,US,Total Electric Industry,8.24
1/10/2000,AK,Full-Service Providers,11.45
1/17/2000,AL,Full-Service Providers,7.05
1/24/2000,AR,Full-Service Providers,7.45
1/31/2000,AZ,Full-Service Providers,8.44
2/7/2000,CA,Full-Service Providers,10.85
2/14/2000,CO,Full-Service Providers,7.31
2/21/2000,CT,Full-Service Providers,10.86
2/28/2000,DC,Full-Service Providers,8.03
3/6/2000,DE,Full-Service Providers,8.54
3/13/2000,FL,Full-Service Providers,7.77
3/20/2000,GA,Full-Service Providers,7.60
3/27/2000,HI,Full-Service Providers,16.41
4/3/2000,IA,Full-Service Providers,8.37
4/10/2000,ID,Full-Service Providers,5.39
4/17/2000,IL,Full-Service Providers,8.83
4/24/2000,IN,Full-Service Providers,6.87
5/1/2000,KS,Full-Service Providers,7.65
5/8/2000,KY,Full-Service Providers,5.47
5/15/2000,LA,Full-Service Providers,7.67
5/22/2000,MA,Full-Service Providers,10.53
5/29/2000,MD,Full-Service Providers,7.96
6/5/2000,ME,Full-Service Providers,12.92
6/12/2000,MI,Full-Service Providers,8.53
6/19/2000,MN,Full-Service Providers,7.52
6/26/2000,MO,Full-Service Providers,7.04
7/3/2000,MS,Full-Service Providers,6.93
7/10/2000,MT,Full-Service Providers,6.48
7/17/2000,NC,Full-Service Providers,7.97
7/24/2000,ND,Full-Service Providers,6.44
7/31/2000,NE,Full-Service Providers,6.53
8/7/2000,NH,Full-Service Providers,13.14
8/14/2000,NJ,Full-Service Providers,10.29
8/21/2000,NM,Full-Service Providers,8.36
8/28/2000,NV,Full-Service Providers,7.28
9/4/2000,NY,Full-Service Providers,14.03
9/11/2000,OH,Full-Service Providers,8.61
9/18/2000,OK,Full-Service Providers,7.03
9/25/2000,OR,Full-Service Providers,5.88
10/2/2000,PA,Full-Service Providers,9.35
10/9/2000,RI,Full-Service Providers,11.28
10/16/2000,SC,Full-Service Providers,7.58
10/23/2000,SD,Full-Service Providers,7.42
10/30/2000,TN,Full-Service Providers,6.33
11/6/2000,TX,Full-Service Providers,7.96
11/13/2000,UT,Full-Service Providers,6.29
11/20/2000,VA,Full-Service Providers,7.52
11/27/2000,VT,Full-Service Providers,12.30
12/4/2000,WA,Full-Service Providers,5.13
12/11/2000,WI,Full-Service Providers,7.53
12/18/2000,WV,Full-Service Providers,6.27
12/25/2000,WY,Full-Service Providers,6.50
2000,AZ,Restructured Retail Service Providers,0.00
2000,CA,Restructured Retail Service Providers,13.64
2000,DE,Restructured Retail Service Providers,5.29
2000,IL,Restructured Retail Service Providers,0.00
2000,MA,Restructured Retail Service Providers,11.39
2000,MD,Restructured Retail Service Providers,4.86
2000,ME,Restructured Retail Service Providers,12.27
2000,MI,Restructured Retail Service Providers,6.22
2000,MT,Restructured Retail Service Providers,11.05
2000,NH,Restructured Retail Service Providers,14.59
2000,NJ,Restructured Retail Service Providers,9.53
2000,NM,Restructured Retail Service Providers,2.82
2000,NY,Restructured Retail Service Providers,12.30
2000,OH,Restructured Retail Service Providers,0.00
2000,PA,Restructured Retail Service Providers,11.69
2000,RI,Restructured Retail Service Providers,0.00
2000,WA,Restructured Retail Service Providers,0.00
2000,US,Restructured Retail Service Providers,12.07
2000,AZ,Energy-Only Providers,0.00
2000,CA,Energy-Only Providers,12.27
2000,DE,Energy-Only Providers,5.20
2000,IL,Energy-Only Providers,0.00
2000,MA,Energy-Only Providers,4.44
2000,MD,Energy-Only Providers,4.21
2000,ME,Energy-Only Providers,4.07
2000,MI,Energy-Only Providers,6.22
2000,MT,Energy-Only Providers,2.42
2000,NH,Energy-Only Providers,3.08
2000,NJ,Energy-Only Providers,4.81
2000,NM,Energy-Only Providers,2.82
2000,NY,Energy-Only Providers,6.13
2000,OH,Energy-Only Providers,0.00
2000,PA,Energy-Only Providers,4.54
2000,RI,Energy-Only Providers,0.00
2000,WA,Energy-Only Providers,0.00
2000,US,Energy-Only Providers,5.69
2000,CA,Delivery-Only Service,1.36
2000,DE,Delivery-Only Service,0.09
2000,IL,Delivery-Only Service,0.00
2000,MA,Delivery-Only Service,6.94
2000,MD,Delivery-Only Service,0.66
2000,ME,Delivery-Only Service,8.20
2000,MI,Delivery-Only Service,0.00
2000,MT,Delivery-Only Service,8.63
2000,NH,Delivery-Only Service,11.51
2000,NJ,Delivery-Only Service,4.72
2000,NY,Delivery-Only Service,6.18
2000,OH,Delivery-Only Service,0.00
2000,PA,Delivery-Only Service,7.15
2000,RI,Delivery-Only Service,0.00
2000,WA,Delivery-Only Service,0.00
2000,US,Delivery-Only Service,6.37
1999,AK,Total Electric Industry,11.16
1999,AL,Total Electric Industry,7.03
1999,AR,Total Electric Industry,7.43
1999,AZ,Total Electric Industry,8.53
1999,CA,Total Electric Industry,10.64
1999,CO,Total Electric Industry,7.38
1999,CT,Total Electric Industry,11.46
1999,DC,Total Electric Industry,8.00
1999,DE,Total Electric Industry,9.17
1999,FL,Total Electric Industry,7.73
1999,GA,Total Electric Industry,7.56
1999,HI,Total Electric Industry,14.30
1999,IA,Total Electric Industry,8.35
1999,ID,Total Electric Industry,5.26
1999,IL,Total Electric Industry,8.83
1999,IN,Total Electric Industry,6.96
1999,KS,Total Electric Industry,7.64
1999,KY,Total Electric Industry,5.58
1999,LA,Total Electric Industry,7.12
