Date,State,Industry Sector Category,Residential
2012,NV,Delivery-Only Service,0.00
2012,NY,Delivery-Only Service,10.42
2012,OH,Delivery-Only Service,5.18
2012,OR,Delivery-Only Service,0.00
2012,PA,Delivery-Only Service,4.93
2012,RI,Delivery-Only Service,6.36
2012,WA,Delivery-Only Service,0.00
2012,US,Delivery-Only Service,6.11
2011,AK,Total Electric Industry,17.62
2011,AL,Total Electric Industry,11.09
2011,AR,Total Electric Industry,9.02
2011,AZ,Total Electric Industry,11.08
2011,CA,Total Electric Industry,14.78
2011,CO,Total Electric Industry,11.27
2011,CT,Total Electric Industry,18.11
2011,DC,Total Electric Industry,13.40
2011,DE,Total Electric Industry,13.70
2011,FL,Total Electric Industry,11.51
2011,GA,Total Electric Industry,11.05
2011,HI,Total Electric Industry,34.68
2011,IA,Total Electric Industry,10.46
2011,ID,Total Electric Industry,7.87
2011,IL,Total Electric Industry,11.78
2011,IN,Total Electric Industry,10.06
2011,KS,Total Electric Industry,10.65
2011,KY,Total Electric Industry,9.20
2011,LA,Total Electric Industry,8.96
2011,MA,Total Electric Industry,14.67
2011,MD,Total Electric Industry,13.31
2011,ME,Total Electric Industry,15.38
2011,MI,Total Electric Industry,13.27
2011,MN,Total Electric Industry,10.96
2011,MO,Total Electric Industry,9.75
2011,MS,Total Electric Industry,10.17
2011,MT,Total Electric Industry,9.75
2011,NC,Total Electric Industry,10.26
2011,ND,Total Electric Industry,8.58
2011,NE,Total Electric Industry,9.32
2011,NH,Total Electric Industry,16.52
2011,NJ,Total Electric Industry,16.23
2011,NM,Total Electric Industry,11.00
2011,NV,Total Electric Industry,11.61
2011,NY,Total Electric Industry,18.26
2011,OH,Total Electric Industry,11.42
2011,OK,Total Electric Industry,9.47
2011,OR,Total Electric Industry,9.54
2011,PA,Total Electric Industry,13.26
2011,RI,Total Electric Industry,14.33
2011,SC,Total Electric Industry,11.05
2011,SD,Total Electric Industry,9.35
2011,TN,Total Electric Industry,9.98
2011,TX,Total Electric Industry,11.08
2011,UT,Total Electric Industry,8.96
2011,VA,Total Electric Industry,10.64
2011,VT,Total Electric Industry,16.26
2011,WA,Total Electric Industry,8.28
2011,WI,Total Electric Industry,13.02
2011,WV,Total Electric Industry,9.39
2011,WY,Total Electric Industry,9.11
2011,US,Total Electric Industry,11.72
1/3/2011,AK,Full-Service Providers,17.62
1/10/2011,AL,Full-Service Providers,11.09
1/17/2011,AR,Full-Service Providers,9.02
1/24/2011,AZ,Full-Service Providers,11.08
1/31/2011,CA,Full-Service Providers,14.75
2/7/2011,CO,Full-Service Providers,11.27
2/14/2011,CT,Full-Service Providers,17.92
2/21/2011,DC,Full-Service Providers,13.44
2/28/2011,DE,Full-Service Providers,13.72
3/7/2011,FL,Full-Service Providers,11.51
3/14/2011,GA,Full-Service Providers,11.05
3/21/2011,HI,Full-Service Providers,34.68
3/28/2011,IA,Full-Service Providers,10.46
4/4/2011,ID,Full-Service Providers,7.87
4/11/2011,IL,Full-Service Providers,11.79
4/18/2011,IN,Full-Service Providers,10.06
4/25/2011,KS,Full-Service Providers,10.65
5/2/2011,KY,Full-Service Providers,9.20
5/9/2011,LA,Full-Service Providers,8.96
5/16/2011,MA,Full-Service Providers,14.49
5/23/2011,MD,Full-Service Providers,13.29
5/30/2011,ME,Full-Service Providers,14.47
6/6/2011,MI,Full-Service Providers,13.27
6/13/2011,MN,Full-Service Providers,10.96
6/20/2011,MO,Full-Service Providers,9.75
6/27/2011,MS,Full-Service Providers,10.17
7/4/2011,MT,Full-Service Providers,9.75
7/11/2011,NC,Full-Service Providers,10.26
7/18/2011,ND,Full-Service Providers,8.58
7/25/2011,NE,Full-Service Providers,9.32
8/1/2011,NH,Full-Service Providers,16.52
8/8/2011,NJ,Full-Service Providers,16.23
8/15/2011,NM,Full-Service Providers,11.00
8/22/2011,NV,Full-Service Providers,11.61
8/29/2011,NY,Full-Service Providers,18.06
9/5/2011,OH,Full-Service Providers,11.57
9/12/2011,OK,Full-Service Providers,9.47
9/19/2011,OR,Full-Service Providers,9.54
9/26/2011,PA,Full-Service Providers,13.24
10/3/2011,RI,Full-Service Providers,14.34
10/10/2011,SC,Full-Service Providers,11.05
10/17/2011,SD,Full-Service Providers,9.35
10/24/2011,TN,Full-Service Providers,9.98
10/31/2011,TX,Full-Service Providers,11.08
11/7/2011,UT,Full-Service Providers,8.96
11/14/2011,VA,Full-Service Providers,10.64
11/21/2011,VT,Full-Service Providers,16.26
11/28/2011,WA,Full-Service Providers,8.28
12/5/2011,WI,Full-Service Providers,13.02
12/12/2011,WV,Full-Service Providers,9.39
12/19/2011,WY,Full-Service Providers,9.11
2011,CA,Restructured Retail Service Providers,22.90
2011,CT,Restructured Retail Service Providers,18.37
2011,DC,Restructured Retail Service Providers,12.91
2011,DE,Restructured Retail Service Providers,12.78
2011,IL,Restructured Retail Service Providers,11.57
2011,MA,Restructured Retail Service Providers,16.14
2011,MD,Restructured Retail Service Providers,13.44
2011,ME,Restructured Retail Service Providers,15.40
2011,MI,Restructured Retail Service Providers,13.25
2011,MT,Restructured Retail Service Providers,9.84
2011,NH,Restructured Retail Service Providers,14.94
2011,NJ,Restructured Retail Service Providers,16.30
2011,NV,Restructured Retail Service Providers,0.00
2011,NY,Restructured Retail Service Providers,19.27
2011,OH,Restructured Retail Service Providers,11.04
2011,OR,Restructured Retail Service Providers,0.00
2011,PA,Restructured Retail Service Providers,13.33
2011,RI,Restructured Retail Service Providers,13.96
2011,WA,Restructured Retail Service Providers,0.00
2011,US,Restructured Retail Service Providers,14.58
2011,CA,Energy-Only Providers,10.10
2011,CT,Energy-Only Providers,9.72
2011,DC,Energy-Only Providers,9.69
2011,DE,Energy-Only Providers,9.74
2011,IL,Energy-Only Providers,6.97
2011,MA,Energy-Only Providers,8.38
2011,MD,Energy-Only Providers,9.45
2011,ME,Energy-Only Providers,8.41
2011,MI,Energy-Only Providers,7.35
2011,MT,Energy-Only Providers,6.10
2011,NH,Energy-Only Providers,8.11
2011,NJ,Energy-Only Providers,11.26
2011,NV,Energy-Only Providers,0.00
2011,NY,Energy-Only Providers,9.34
2011,OH,Energy-Only Providers,6.55
2011,OR,Energy-Only Providers,0.00
2011,PA,Energy-Only Providers,8.55
2011,RI,Energy-Only Providers,7.80
2011,WA,Energy-Only Providers,0.00
2011,US,Energy-Only Providers,8.42
2011,CA,Delivery-Only Service,12.80
2011,CT,Delivery-Only Service,8.65
2011,DC,Delivery-Only Service,3.22
2011,DE,Delivery-Only Service,3.03
2011,IL,Delivery-Only Service,4.60
2011,MA,Delivery-Only Service,7.76
2011,MD,Delivery-Only Service,3.99
2011,ME,Delivery-Only Service,6.99
2011,MI,Delivery-Only Service,5.90
2011,MT,Delivery-Only Service,3.74
2011,NH,Delivery-Only Service,6.83
2011,NJ,Delivery-Only Service,5.04
2011,NV,Delivery-Only Service,0.00
2011,NY,Delivery-Only Service,9.93
2011,OH,Delivery-Only Service,4.49
2011,OR,Delivery-Only Service,0.00
2011,PA,Delivery-Only Service,4.79
2011,RI,Delivery-Only Service,6.16
2011,WA,Delivery-Only Service,0.00
2011,US,Delivery-Only Service,6.16
2010,AK,Total Electric Industry,16.26
2010,AL,Total Electric Industry,10.67
2010,AR,Total Electric Industry,8.86
2010,AZ,Total Electric Industry,10.97
2010,CA,Total Electric Industry,14.75
2010,CO,Total Electric Industry,11.04
2010,CT,Total Electric Industry,19.25
2010,DC,Total Electric Industry,14.01
2010,DE,Total Electric Industry,13.80
2010,FL,Total Electric Industry,11.44
2010,GA,Total Electric Industry,10.07
2010,HI,Total Electric Industry,28.10
2010,IA,Total Electric Industry,10.42
2010,ID,Total Electric Industry,7.99
2010,IL,Total Electric Industry,11.52
2010,IN,Total Electric Industry,9.56
2010,KS,Total Electric Industry,10.03
2010,KY,Total Electric Industry,8.57
2010,LA,Total Electric Industry,8.98
2010,MA,Total Electric Industry,14.59
2010,MD,Total Electric Industry,14.32
2010,ME,Total Electric Industry,15.72
2010,MI,Total Electric Industry,12.46
2010,MN,Total Electric Industry,10.59
2010,MO,Total Electric Industry,9.08
2010,MS,Total Electric Industry,9.87
2010,MT,Total Electric Industry,9.16
2010,NC,Total Electric Industry,10.12
2010,ND,Total Electric Industry,8.13
2010,NE,Total Electric Industry,8.94
2010,NH,Total Electric Industry,16.32
2010,NJ,Total Electric Industry,16.57
2010,NM,Total Electric Industry,10.52
2010,NV,Total Electric Industry,12.36
2010,NY,Total Electric Industry,18.74
2010,OH,Total Electric Industry,11.31
2010,OK,Total Electric Industry,9.14
2010,OR,Total Electric Industry,8.87
2010,PA,Total Electric Industry,12.70
2010,RI,Total Electric Industry,15.92
2010,SC,Total Electric Industry,10.50
2010,SD,Total Electric Industry,8.97
2010,TN,Total Electric Industry,9.23
2010,TX,Total Electric Industry,11.60
2010,UT,Total Electric Industry,8.71
2010,VA,Total Electric Industry,10.45
2010,VT,Total Electric Industry,15.57
2010,WA,Total Electric Industry,8.04
2010,WI,Total Electric Industry,12.65
2010,WV,Total Electric Industry,8.79
2010,WY,Total Electric Industry,8.77
2010,US,Total Electric Industry,11.54
1/4/2010,AK,Full-Service Providers,16.26
1/11/2010,AL,Full-Service Providers,10.67
1/18/2010,AR,Full-Service Providers,8.86
1/25/2010,AZ,Full-Service Providers,10.97
2/1/2010,CA,Full-Service Providers,14.74
2/8/2010,CO,Full-Service Providers,11.04
2/15/2010,CT,Full-Service Providers,19.47
2/22/2010,DC,Full-Service Providers,14.02
3/1/2010,DE,Full-Service Providers,13.78
3/8/2010,FL,Full-Service Providers,11.44
3/15/2010,GA,Full-Service Providers,10.07
3/22/2010,HI,Full-Service Providers,28.10
3/29/2010,IA,Full-Service Providers,10.42
4/5/2010,ID,Full-Service Providers,7.99
4/12/2010,IL,Full-Service Providers,11.52
4/19/2010,IN,Full-Service Providers,9.56
4/26/2010,KS,Full-Service Providers,10.03
5/3/2010,KY,Full-Service Providers,8.57
5/10/2010,LA,Full-Service Providers,8.98
5/17/2010,MA,Full-Service Providers,14.31
5/24/2010,MD,Full-Service Providers,14.35
5/31/2010,ME,Full-Service Providers,15.47
6/7/2010,MI,Full-Service Providers,12.46
6/14/2010,MN,Full-Service Providers,10.59
6/21/2010,MO,Full-Service Providers,9.08
6/28/2010,MS,Full-Service Providers,9.87
7/5/2010,MT,Full-Service Providers,9.16
7/12/2010,NC,Full-Service Providers,10.12
7/19/2010,ND,Full-Service Providers,8.13
7/26/2010,NE,Full-Service Providers,8.94
8/2/2010,NH,Full-Service Providers,16.32
8/9/2010,NJ,Full-Service Providers,16.58
8/16/2010,NM,Full-Service Providers,10.52
8/23/2010,NV,Full-Service Providers,12.36
8/30/2010,NY,Full-Service Providers,18.51
9/6/2010,OH,Full-Service Providers,11.31
9/13/2010,OK,Full-Service Providers,9.14
9/20/2010,OR,Full-Service Providers,8.87
9/27/2010,PA,Full-Service Providers,12.68
10/4/2010,RI,Full-Service Providers,15.93
10/11/2010,SC,Full-Service Providers,10.50
10/18/2010,SD,Full-Service Providers,8.97
10/25/2010,TN,Full-Service Providers,9.23
11/1/2010,TX,Full-Service Providers,11.60
11/8/2010,UT,Full-Service Providers,8.71
11/15/2010,VA,Full-Service Providers,10.45
11/22/2010,VT,Full-Service Providers,15.57
11/29/2010,WA,Full-Service Providers,8.04
12/6/2010,WI,Full-Service Providers,12.65
12/13/2010,WV,Full-Service Providers,8.79
12/20/2010,WY,Full-Service Providers,8.77
2010,CA,Restructured Retail Service Providers,20.44
2010,CT,Restructured Retail Service Providers,18.70
2010,DC,Restructured Retail Service Providers,13.82
2010,DE,Restructured Retail Service Providers,15.01
2010,ID,Restructured Retail Service Providers,0.00
2010,IL,Restructured Retail Service Providers,15.80
2010,MA,Restructured Retail Service Providers,16.96
2010,MD,Restructured Retail Service Providers,13.96
2010,ME,Restructured Retail Service Providers,15.72
2010,MI,Restructured Retail Service Providers,12.58
2010,MT,Restructured Retail Service Providers,9.25
2010,NH,Restructured Retail Service Providers,16.43
2010,NJ,Restructured Retail Service Providers,15.49
2010,NV,Restructured Retail Service Providers,0.00
2010,NY,Restructured Retail Service Providers,20.03
2010,OH,Restructured Retail Service Providers,11.32
2010,OR,Restructured Retail Service Providers,0.00
2010,PA,Restructured Retail Service Providers,12.89
2010,RI,Restructured Retail Service Providers,14.33
2010,WA,Restructured Retail Service Providers,0.00
2010,US,Restructured Retail Service Providers,15.29
2010,CA,Energy-Only Providers,10.07
2010,CT,Energy-Only Providers,10.30
2010,DC,Energy-Only Providers,10.65
2010,DE,Energy-Only Providers,10.81
2010,ID,Energy-Only Providers,0.00
2010,IL,Energy-Only Providers,11.83
2010,MA,Energy-Only Providers,9.32
2010,MD,Energy-Only Providers,10.45
2010,ME,Energy-Only Providers,8.86
2010,MI,Energy-Only Providers,6.51
2010,MT,Energy-Only Providers,5.58
2010,NH,Energy-Only Providers,9.07
2010,NJ,Energy-Only Providers,10.69
2010,NV,Energy-Only Providers,0.00
2010,NY,Energy-Only Providers,10.32
2010,OH,Energy-Only Providers,6.53
2010,OR,Energy-Only Providers,0.00
2010,PA,Energy-Only Providers,9.21
2010,RI,Energy-Only Providers,8.17
2010,WA,Energy-Only Providers,0.00
2010,US,Energy-Only Providers,8.88
2010,CA,Delivery-Only Service,10.37
2010,CT,Delivery-Only Service,8.41
2010,DC,Delivery-Only Service,3.18
2010,DE,Delivery-Only Service,4.20
2010,ID,Delivery-Only Service,0.00
2010,IL,Delivery-Only Service,3.97
2010,MA,Delivery-Only Service,7.65
2010,MD,Delivery-Only Service,3.50
2010,ME,Delivery-Only Service,6.86
2010,MI,Delivery-Only Service,6.08
2010,MT,Delivery-Only Service,3.67
2010,NH,Delivery-Only Service,7.36
2010,NJ,Delivery-Only Service,4.81
2010,NV,Delivery-Only Service,0.00
2010,NY,Delivery-Only Service,9.71
2010,OH,Delivery-Only Service,4.79
2010,OR,Delivery-Only Service,0.00
2010,PA,Delivery-Only Service,3.68
2010,RI,Delivery-Only Service,6.16
2010,WA,Delivery-Only Service,0.00
2010,US,Delivery-Only Service,6.41
2009,AK,Total Electric Industry,17.14
2009,AL,Total Electric Industry,10.66
2009,AR,Total Electric Industry,9.14
2009,AZ,Total Electric Industry,10.73
2009,CA,Total Electric Industry,14.74
2009,CO,Total Electric Industry,10.00
2009,CT,Total Electric Industry,20.33
2009,DC,Total Electric Industry,13.73
2009,DE,Total Electric Industry,14.07
2009,FL,Total Electric Industry,12.39
2009,GA,Total Electric Industry,10.13
2009,HI,Total Electric Industry,24.20
2009,IA,Total Electric Industry,9.99
2009,ID,Total Electric Industry,7.80
2009,IL,Total Electric Industry,11.27
2009,IN,Total Electric Industry,9.50
2009,KS,Total Electric Industry,9.53
2009,KY,Total Electric Industry,8.37
2009,LA,Total Electric Industry,8.10
2009,MA,Total Electric Industry,16.87
2009,MD,Total Electric Industry,14.98
2009,ME,Total Electric Industry,15.64
2009,MI,Total Electric Industry,11.60
2009,MN,Total Electric Industry,10.04
2009,MO,Total Electric Industry,8.54
2009,MS,Total Electric Industry,10.22
2009,MT,Total Electric Industry,8.94
2009,NC,Total Electric Industry,9.99
2009,ND,Total Electric Industry,7.58
2009,NE,Total Electric Industry,8.52
2009,NH,Total Electric Industry,16.39
2009,NJ,Total Electric Industry,16.31
2009,NM,Total Electric Industry,10.02
2009,NV,Total Electric Industry,12.86
2009,NY,Total Electric Industry,17.50
2009,OH,Total Electric Industry,10.67
2009,OK,Total Electric Industry,8.49
2009,OR,Total Electric Industry,8.68
2009,PA,Total Electric Industry,11.65
2009,RI,Total Electric Industry,15.60
2009,SC,Total Electric Industry,10.44
2009,SD,Total Electric Industry,8.49
2009,TN,Total Electric Industry,9.32
2009,TX,Total Electric Industry,12.38
2009,UT,Total Electric Industry,8.48
2009,VA,Total Electric Industry,10.61
2009,VT,Total Electric Industry,14.90
2009,WA,Total Electric Industry,7.67
2009,WI,Total Electric Industry,11.94
2009,WV,Total Electric Industry,7.90
2009,WY,Total Electric Industry,8.58
2009,US,Total Electric Industry,11.51
1/5/2009,AK,Full-Service Providers,17.14
1/12/2009,AL,Full-Service Providers,10.66
1/19/2009,AR,Full-Service Providers,9.14
1/26/2009,AZ,Full-Service Providers,10.73
2/2/2009,CA,Full-Service Providers,14.74
2/9/2009,CO,Full-Service Providers,10.00
2/16/2009,CT,Full-Service Providers,20.36
2/23/2009,DC,Full-Service Providers,13.68
3/2/2009,DE,Full-Service Providers,14.04
3/9/2009,FL,Full-Service Providers,12.39
3/16/2009,GA,Full-Service Providers,10.13
3/23/2009,HI,Full-Service Providers,24.20
3/30/2009,IA,Full-Service Providers,9.99
4/6/2009,ID,Full-Service Providers,7.80
4/13/2009,IL,Full-Service Providers,11.27
4/20/2009,IN,Full-Service Providers,9.50
4/27/2009,KS,Full-Service Providers,9.53
5/4/2009,KY,Full-Service Providers,8.37
5/11/2009,LA,Full-Service Providers,8.10
5/18/2009,MA,Full-Service Providers,16.66
5/25/2009,MD,Full-Service Providers,14.95
6/1/2009,ME,Full-Service Providers,16.16
6/8/2009,MI,Full-Service Providers,11.60
6/15/2009,MN,Full-Service Providers,10.04
6/22/2009,MO,Full-Service Providers,8.54
6/29/2009,MS,Full-Service Providers,10.22
7/6/2009,MT,Full-Service Providers,8.94
7/13/2009,NC,Full-Service Providers,9.99
7/20/2009,ND,Full-Service Providers,7.58
7/27/2009,NE,Full-Service Providers,8.52
8/3/2009,NH,Full-Service Providers,16.36
8/10/2009,NJ,Full-Service Providers,16.31
8/17/2009,NM,Full-Service Providers,10.02
8/24/2009,NV,Full-Service Providers,12.86
8/31/2009,NY,Full-Service Providers,17.16
9/7/2009,OH,Full-Service Providers,10.63
9/14/2009,OK,Full-Service Providers,8.49
9/21/2009,OR,Full-Service Providers,8.68
9/28/2009,PA,Full-Service Providers,11.60
10/5/2009,RI,Full-Service Providers,15.60
10/12/2009,SC,Full-Service Providers,10.44
10/19/2009,SD,Full-Service Providers,8.49
10/26/2009,TN,Full-Service Providers,9.32
11/2/2009,TX,Full-Service Providers,12.38
11/9/2009,UT,Full-Service Providers,8.48
11/16/2009,VA,Full-Service Providers,10.61
11/23/2009,VT,Full-Service Providers,14.90
11/30/2009,WA,Full-Service Providers,7.67
12/7/2009,WI,Full-Service Providers,11.94
12/14/2009,WV,Full-Service Providers,7.90
12/21/2009,WY,Full-Service Providers,8.58
2009,CA,Restructured Retail Service Providers,15.39
2009,CT,Restructured Retail Service Providers,20.12
2009,DC,Restructured Retail Service Providers,15.21
2009,DE,Restructured Retail Service Providers,15.80
2009,ID,Restructured Retail Service Providers,0.00
2009,IL,Restructured Retail Service Providers,11.24
2009,MA,Restructured Retail Service Providers,18.55
2009,MD,Restructured Retail Service Providers,15.78
2009,ME,Restructured Retail Service Providers,15.63
2009,MI,Restructured Retail Service Providers,11.48
2009,MT,Restructured Retail Service Providers,8.97
2009,NH,Restructured Retail Service Providers,19.11
2009,NJ,Restructured Retail Service Providers,16.35
2009,NV,Restructured Retail Service Providers,0.00
2009,NY,Restructured Retail Service Providers,19.64
2009,OH,Restructured Retail Service Providers,11.39
2009,OR,Restructured Retail Service Providers,0.00
2009,PA,Restructured Retail Service Providers,13.98
2009,RI,Restructured Retail Service Providers,16.05
2009,VA,Restructured Retail Service Providers,14.13
2009,WA,Restructured Retail Service Providers,0.00
2009,US,Restructured Retail Service Providers,16.98
2009,CA,Energy-Only Providers,8.37
2009,CT,Energy-Only Providers,11.17
2009,DC,Energy-Only Providers,12.26
2009,DE,Energy-Only Providers,11.63
2009,ID,Energy-Only Providers,0.00
2009,IL,Energy-Only Providers,7.63
2009,MA,Energy-Only Providers,11.78
2009,MD,Energy-Only Providers,12.17
2009,ME,Energy-Only Providers,9.03
2009,MI,Energy-Only Providers,6.28
2009,MT,Energy-Only Providers,5.40
2009,NH,Energy-Only Providers,10.62
2009,NJ,Energy-Only Providers,10.91
2009,NV,Energy-Only Providers,0.00
2009,NY,Energy-Only Providers,10.35
2009,OH,Energy-Only Providers,6.24
2009,OR,Energy-Only Providers,0.00
2009,PA,Energy-Only Providers,8.79
2009,RI,Energy-Only Providers,10.23
2009,VA,Energy-Only Providers,11.71
2009,WA,Energy-Only Providers,0.00
2009,US,Energy-Only Providers,9.72
2009,CA,Delivery-Only Service,7.01
2009,CT,Delivery-Only Service,8.95
2009,DC,Delivery-Only Service,2.95
2009,DE,Delivery-Only Service,4.17
2009,ID,Delivery-Only Service,0.00
2009,IL,Delivery-Only Service,3.61
2009,MA,Delivery-Only Service,6.78
2009,MD,Delivery-Only Service,3.61
2009,ME,Delivery-Only Service,6.59
2009,MI,Delivery-Only Service,5.20
2009,MT,Delivery-Only Service,3.57
2009,NH,Delivery-Only Service,8.49
2009,NJ,Delivery-Only Service,5.44
2009,NV,Delivery-Only Service,0.00
2009,NY,Delivery-Only Service,9.29
2009,OH,Delivery-Only Service,5.16
2009,OR,Delivery-Only Service,0.00
2009,PA,Delivery-Only Service,5.19
2009,RI,Delivery-Only Service,5.82
2009,VA,Delivery-Only Service,2.42
2009,WA,Delivery-Only Service,0.00
2009,US,Delivery-Only Service,7.27
2008,AK,Total Electric Industry,16.56
2008,AL,Total Electric Industry,10.40
2008,AR,Total Electric Industry,9.27
2008,AZ,Total Electric Industry,10.27
2008,CA,Total Electric Industry,13.81
2008,CO,Total Electric Industry,10.13
2008,CT,Total Electric Industry,19.54
2008,DC,Total Electric Industry,12.78
2008,DE,Total Electric Industry,13.93
2008,FL,Total Electric Industry,11.65
2008,GA,Total Electric Industry,9.93
2008,HI,Total Electric Industry,32.50
2008,IA,Total Electric Industry,9.49
2008,ID,Total Electric Industry,6.99
2008,IL,Total Electric Industry,11.07
2008,IN,Total Electric Industry,8.87
2008,KS,Total Electric Industry,8.89
2008,KY,Total Electric Industry,7.94
2008,LA,Total Electric Industry,10.28
2008,MA,Total Electric Industry,17.56
2008,MD,Total Electric Industry,13.84
2008,ME,Total Electric Industry,16.24
2008,MI,Total Electric Industry,10.75
2008,MN,Total Electric Industry,9.74
2008,MO,Total Electric Industry,8.00
2008,MS,Total Electric Industry,10.39
2008,MT,Total Electric Industry,9.13
2008,NC,Total Electric Industry,9.52
2008,ND,Total Electric Industry,7.52
2008,NE,Total Electric Industry,7.87
2008,NH,Total Electric Industry,15.68
2008,NJ,Total Electric Industry,15.66
2008,NM,Total Electric Industry,10.01
2008,NV,Total Electric Industry,11.93
2008,NY,Total Electric Industry,18.31
2008,OH,Total Electric Industry,10.06
2008,OK,Total Electric Industry,9.09
2008,OR,Total Electric Industry,8.49
2008,PA,Total Electric Industry,11.35
2008,RI,Total Electric Industry,17.45
2008,SC,Total Electric Industry,9.89
2008,SD,Total Electric Industry,8.27
2008,TN,Total Electric Industry,8.91
2008,TX,Total Electric Industry,13.03
2008,UT,Total Electric Industry,8.26
2008,VA,Total Electric Industry,9.62
2008,VT,Total Electric Industry,14.48
2008,WA,Total Electric Industry,7.54
2008,WI,Total Electric Industry,11.51
2008,WV,Total Electric Industry,7.06
2008,WY,Total Electric Industry,8.21
2008,US,Total Electric Industry,11.26
1/7/2008,AK,Full-Service Providers,16.56
1/14/2008,AL,Full-Service Providers,10.40
1/21/2008,AR,Full-Service Providers,9.27
1/28/2008,AZ,Full-Service Providers,10.27
2/4/2008,CA,Full-Service Providers,13.79
2/11/2008,CO,Full-Service Providers,10.13
2/18/2008,CT,Full-Service Providers,19.49
2/25/2008,DC,Full-Service Providers,12.74
3/3/2008,DE,Full-Service Providers,13.89
3/10/2008,FL,Full-Service Providers,11.65
3/17/2008,GA,Full-Service Providers,9.93
3/24/2008,HI,Full-Service Providers,32.50
3/31/2008,IA,Full-Service Providers,9.49
4/7/2008,ID,Full-Service Providers,6.99
4/14/2008,IL,Full-Service Providers,11.07
4/21/2008,IN,Full-Service Providers,8.87
4/28/2008,KS,Full-Service Providers,8.89
5/5/2008,KY,Full-Service Providers,7.94
5/12/2008,LA,Full-Service Providers,10.28
5/19/2008,MA,Full-Service Providers,17.40
5/26/2008,MD,Full-Service Providers,13.78
6/2/2008,ME,Full-Service Providers,15.20
6/9/2008,MI,Full-Service Providers,10.75
6/16/2008,MN,Full-Service Providers,9.74
6/23/2008,MO,Full-Service Providers,8.00
6/30/2008,MS,Full-Service Providers,10.39
7/7/2008,MT,Full-Service Providers,9.13
7/14/2008,NC,Full-Service Providers,9.52
7/21/2008,ND,Full-Service Providers,7.51
7/28/2008,NE,Full-Service Providers,7.87
8/4/2008,NH,Full-Service Providers,15.68
8/11/2008,NJ,Full-Service Providers,15.66
8/18/2008,NM,Full-Service Providers,10.01
8/25/2008,NV,Full-Service Providers,11.93
9/1/2008,NY,Full-Service Providers,17.98
9/8/2008,OH,Full-Service Providers,10.03
9/15/2008,OK,Full-Service Providers,9.09
9/22/2008,OR,Full-Service Providers,8.49
9/29/2008,PA,Full-Service Providers,11.29
10/6/2008,RI,Full-Service Providers,17.46
10/13/2008,SC,Full-Service Providers,9.89
10/20/2008,SD,Full-Service Providers,8.27
10/27/2008,TN,Full-Service Providers,8.91
11/3/2008,TX,Full-Service Providers,13.03
11/10/2008,UT,Full-Service Providers,8.26
11/17/2008,VA,Full-Service Providers,9.61
11/24/2008,VT,Full-Service Providers,14.48
12/1/2008,WA,Full-Service Providers,7.54
12/8/2008,WI,Full-Service Providers,11.51
12/15/2008,WV,Full-Service Providers,7.06
12/22/2008,WY,Full-Service Providers,8.21
2008,CA,Restructured Retail Service Providers,20.50
2008,CT,Restructured Retail Service Providers,20.22
2008,DC,Restructured Retail Service Providers,15.24
2008,DE,Restructured Retail Service Providers,15.90
2008,ID,Restructured Retail Service Providers,0.00
2008,IL,Restructured Retail Service Providers,11.52
2008,MA,Restructured Retail Service Providers,19.10
2008,MD,Restructured Retail Service Providers,15.80
2008,ME,Restructured Retail Service Providers,16.26
2008,MI,Restructured Retail Service Providers,10.71
2008,MT,Restructured Retail Service Providers,9.19
2008,NH,Restructured Retail Service Providers,14.73
2008,NJ,Restructured Retail Service Providers,15.98
2008,NV,Restructured Retail Service Providers,0.00
2008,NY,Restructured Retail Service Providers,20.89
2008,OH,Restructured Retail Service Providers,10.74
2008,OR,Restructured Retail Service Providers,0.00
2008,PA,Restructured Retail Service Providers,14.42
2008,RI,Restructured Retail Service Providers,16.46
2008,VA,Restructured Retail Service Providers,13.00
2008,WA,Restructured Retail Service Providers,0.00
2008,US,Restructured Retail Service Providers,17.51
2008,CA,Energy-Only Providers,13.68
2008,CT,Energy-Only Providers,11.91
2008,DC,Energy-Only Providers,12.39
2008,DE,Energy-Only Providers,11.96
2008,ID,Energy-Only Providers,0.00
2008,IL,Energy-Only Providers,8.52
2008,MA,Energy-Only Providers,12.08
2008,MD,Energy-Only Providers,12.30
2008,ME,Energy-Only Providers,9.70
2008,MI,Energy-Only Providers,5.27
2008,MT,Energy-Only Providers,5.48
2008,NH,Energy-Only Providers,8.76
2008,NJ,Energy-Only Providers,11.71
2008,NV,Energy-Only Providers,0.00
2008,NY,Energy-Only Providers,13.43
2008,OH,Energy-Only Providers,5.52
2008,OR,Energy-Only Providers,0.00
2008,PA,Energy-Only Providers,9.26
2008,RI,Energy-Only Providers,12.12
2008,VA,Energy-Only Providers,10.47
2008,WA,Energy-Only Providers,0.00
2008,US,Energy-Only Providers,10.94
2008,CA,Delivery-Only Service,6.82
2008,CT,Delivery-Only Service,8.31
2008,DC,Delivery-Only Service,2.85
2008,DE,Delivery-Only Service,3.94
2008,ID,Delivery-Only Service,0.00
2008,IL,Delivery-Only Service,3.00
2008,MA,Delivery-Only Service,7.02
2008,MD,Delivery-Only Service,3.50
2008,ME,Delivery-Only Service,6.55
2008,MI,Delivery-Only Service,5.43
2008,MT,Delivery-Only Service,3.70
2008,NH,Delivery-Only Service,5.97
